1.199095	0.004852
1.197806	0.004922
1.196585	0.004970
1.195356	0.005012
1.194140	0.005050
1.192885	0.005081
1.191680	0.005108
1.190433	0.005134
1.189222	0.005156
1.187942	0.005175
1.186738	0.005192
1.185516	0.005209
1.184281	0.005221
1.182936	0.005230
1.181715	0.005241
1.180501	0.005249
1.180186	0.005252
1.179830	0.005245
1.179069	0.005224
1.178131	0.005195
1.177049	0.005163
1.175851	0.005129
1.174706	0.005094
1.173514	0.005058
1.172316	0.005021
1.171140	0.004984
1.169853	0.004947
1.168631	0.004909
1.167326	0.004872
1.166147	0.004834
1.164882	0.004797
1.163751	0.004760
1.162452	0.004724
1.161245	0.004686
1.160041	0.004649
1.158767	0.004612
1.157524	0.004575
1.156359	0.004538
1.155073	0.004501
1.153860	0.004463
1.152622	0.004426
1.151412	0.004389
1.150193	0.004352
1.148931	0.004314
1.147681	0.004277
1.146477	0.004240
1.145243	0.004202
1.143987	0.004165
1.142746	0.004128
1.141518	0.004091
1.140234	0.004053
1.139015	0.004016
1.137836	0.003979
1.136567	0.003942
1.135345	0.003905
1.134086	0.003868
1.132873	0.003830
1.131648	0.003794
1.130407	0.003756
1.129145	0.003719
1.127972	0.003682
1.126716	0.003646
1.125500	0.003609
1.124238	0.003572
1.123006	0.003536
1.121793	0.003499
1.120550	0.003462
1.119297	0.003425
1.118108	0.003389
1.116840	0.003352
1.115602	0.003315
1.114368	0.003279
1.113191	0.003242
1.111945	0.003206
1.110671	0.003169
1.109439	0.003132
1.108198	0.003096
1.106985	0.003060
1.105745	0.003023
1.104516	0.002987
1.103248	0.002951
1.102050	0.002915
1.100798	0.002879
1.099545	0.002842
1.098335	0.002806
1.097082	0.002770
1.095835	0.002734
1.094619	0.002698
1.093378	0.002662
1.092144	0.002627
1.090888	0.002591
1.089647	0.002555
1.088413	0.002519
1.087212	0.002484
1.085971	0.002448
1.084734	0.002413
1.083475	0.002378
1.082326	0.002343
1.081070	0.002308
1.079823	0.002272
1.078601	0.002237
1.077345	0.002202
1.076114	0.002168
1.074870	0.002132
1.073672	0.002097
1.072398	0.002063
1.071240	0.002028
1.069960	0.001993
1.068664	0.001958
1.067426	0.001924
1.066244	0.001889
1.064967	0.001855
1.063708	0.001820
1.062501	0.001787
1.061284	0.001752
1.059986	0.001718
1.058791	0.001684
1.057517	0.001650
1.056282	0.001616
1.055048	0.001582
1.053819	0.001549
1.052609	0.001515
1.051405	0.001482
1.050119	0.001448
1.048863	0.001414
1.047638	0.001381
1.046400	0.001348
1.045156	0.001316
1.043977	0.001283
1.042742	0.001250
1.041465	0.001218
1.040203	0.001185
1.038966	0.001153
1.037807	0.001120
1.036539	0.001088
1.035302	0.001055
1.034128	0.001023
1.032830	0.000991
1.031614	0.000959
1.030379	0.000927
1.029157	0.000895
1.027874	0.000864
1.026642	0.000832
1.025438	0.000800
1.024057	0.000769
1.022902	0.000737
1.021652	0.000706
1.020347	0.000675
1.019128	0.000644
1.017958	0.000613
1.016653	0.000583
1.015394	0.000552
1.014202	0.000521
1.012931	0.000492
1.011684	0.000462
1.010468	0.000431
1.009243	0.000401
1.007963	0.000371
1.006774	0.000342
1.005521	0.000312
1.004329	0.000283
1.003095	0.000254
1.001839	0.000224
1.000635	0.000196
0.999309	0.000167
0.998087	0.000138
0.996910	0.000110
0.995624	8.116000E-5
0.994420	5.195948E-5
0.993185	2.447124E-5
0.991926	-4.270625E-6
0.990722	-3.347114E-5
0.989418	-6.065361E-5
0.988211	-8.792780E-5
0.986955	-0.000116
0.985644	-0.000144
0.984400	-0.000171
0.983236	-0.000198
0.982004	-0.000225
0.980712	-0.000253
0.979520	-0.000280
0.978243	-0.000306
0.977002	-0.000333
0.975835	-0.000360
0.974594	-0.000386
0.973354	-0.000412
0.972012	-0.000439
0.970857	-0.000464
0.969626	-0.000492
0.968336	-0.000517
0.967093	-0.000541
0.965922	-0.000566
0.964731	-0.000592
0.963453	-0.000617
0.962210	-0.000641
0.960975	-0.000668
0.959732	-0.000692
0.958473	-0.000717
0.957226	-0.000742
0.956004	-0.000766
0.954751	-0.000791
0.953556	-0.000815
0.952355	-0.000840
0.951081	-0.000864
0.949761	-0.000888
0.948618	-0.000911
0.947359	-0.000935
0.946097	-0.000959
0.944850	-0.000981
0.943619	-0.001004
0.942387	-0.001027
0.941131	-0.001050
0.939848	-0.001072
0.938641	-0.001095
0.937443	-0.001116
0.936203	-0.001140
0.934962	-0.001162
0.933721	-0.001184
0.932435	-0.001204
0.931170	-0.001225
0.929969	-0.001247
0.928722	-0.001268
0.927543	-0.001290
0.926296	-0.001313
0.924994	-0.001333
0.923791	-0.001353
0.922620	-0.001374
0.921376	-0.001397
0.920035	-0.001418
0.918880	-0.001437
0.917618	-0.001456
0.916374	-0.001478
0.915204	-0.001498
0.913948	-0.001518
0.912744	-0.001538
0.911427	-0.001559
0.910199	-0.001578
0.908949	-0.001598
0.907763	-0.001620
0.906431	-0.001639
0.905242	-0.001658
0.904026	-0.001678
0.902780	-0.001698
0.901463	-0.001715
0.900317	-0.001736
0.899042	-0.001754
0.897814	-0.001774
0.896528	-0.001791
0.895327	-0.001811
0.894065	-0.001828
0.892882	-0.001846
0.891599	-0.001864
0.890361	-0.001881
0.889142	-0.001900
0.887920	-0.001918
0.886697	-0.001935
0.885484	-0.001952
0.884204	-0.001969
0.882960	-0.001986
0.881744	-0.002003
0.880488	-0.002020
0.879266	-0.002037
0.877995	-0.002054
0.876779	-0.002069
0.875523	-0.002086
0.874307	-0.002101
0.873063	-0.002117
0.871816	-0.002132
0.870631	-0.002148
0.869439	-0.002167
0.868021	-0.002180
0.866878	-0.002199
0.865647	-0.002215
0.864431	-0.002233
0.862955	-0.002245
0.861803	-0.002259
0.860736	-0.002276
0.859425	-0.002293
0.858206	-0.002309
0.856898	-0.002324
0.855587	-0.002336
0.854362	-0.002351
0.853198	-0.002366
0.852000	-0.002383
0.850720	-0.002396
0.849592	-0.002413
0.848119	-0.002425
0.847004	-0.002438
0.845913	-0.002455
0.844685	-0.002470
0.843356	-0.002486
0.841932	-0.002497
0.840890	-0.002510
0.839557	-0.002522
0.838454	-0.002537
0.837104	-0.002550
0.835881	-0.002562
0.834745	-0.002577
0.833476	-0.002591
0.832111	-0.002604
0.830928	-0.002616
0.829715	-0.002630
0.828435	-0.002644
0.827179	-0.002654
0.825975	-0.002666
0.824707	-0.002680
0.823518	-0.002692
0.822167	-0.002702
0.820957	-0.002714
0.819707	-0.002724
0.818638	-0.002736
0.817208	-0.002747
0.816105	-0.002758
0.814834	-0.002768
0.813663	-0.002781
0.812328	-0.002790
0.811191	-0.002803
0.809816	-0.002813
0.808673	-0.002824
0.807521	-0.002836
0.806220	-0.002847
0.805003	-0.002859
0.803842	-0.002871
0.802388	-0.002880
0.801282	-0.002890
0.799907	-0.002897
0.798715	-0.002907
0.797514	-0.002914
0.796466	-0.002929
0.795299	-0.002942
0.793627	-0.002949
0.792475	-0.002954
0.791390	-0.002965
0.790293	-0.002977
0.788967	-0.002991
0.787525	-0.002997
0.786471	-0.003006
0.785245	-0.003019
0.784008	-0.003029
0.782779	-0.003041
0.781420	-0.003049
0.780121	-0.003054
0.778923	-0.003062
0.777777	-0.003070
0.776564	-0.003081
0.775281	-0.003088
0.774028	-0.003097
0.772830	-0.003103
0.771703	-0.003117
0.770331	-0.003126
0.769096	-0.003132
0.767871	-0.003139
0.766762	-0.003151
0.765426	-0.003158
0.764100	-0.003165
0.762979	-0.003173
0.761747	-0.003181
0.760473	-0.003187
0.759245	-0.003195
0.758038	-0.003202
0.756748	-0.003209
0.755504	-0.003215
0.754340	-0.003224
0.752983	-0.003230
0.751810	-0.003238
0.750582	-0.003243
0.749399	-0.003251
0.748018	-0.003256
0.746835	-0.003264
0.745628	-0.003269
0.744278	-0.003275
0.742997	-0.003279
0.741986	-0.003287
0.740541	-0.003291
0.739517	-0.003298
0.738096	-0.003301
0.737024	-0.003308
0.735673	-0.003313
0.734405	-0.003319
0.733152	-0.003322
0.732061	-0.003331
0.730133	-0.003323
0.729772	-0.003331
0.728245	-0.003338
0.726952	-0.003338
0.726051	-0.003347
0.724611	-0.003354
0.723588	-0.003362
0.722142	-0.003368
0.721259	-0.003379
0.719591	-0.003384
0.718152	-0.003383
0.717440	-0.003394
0.716202	-0.003401
0.714717	-0.003408
0.713354	-0.003408
0.712361	-0.003415
0.711368	-0.003426
0.709513	-0.003428
0.708328	-0.003429
0.707243	-0.003429
0.705975	-0.003436
0.704841	-0.003443
0.703506	-0.003446
0.702253	-0.003451
0.700997	-0.003456
0.699817	-0.003458
0.698613	-0.003465
0.697321	-0.003468
0.695979	-0.003470
0.695014	-0.003472
0.693504	-0.003480
0.692368	-0.003481
0.691197	-0.003486
0.689960	-0.003488
0.688915	-0.003498
0.687460	-0.003498
0.686015	-0.003500
0.685077	-0.003502
0.683861	-0.003508
0.682690	-0.003513
0.681358	-0.003517
0.680075	-0.003518
0.678932	-0.003525
0.677456	-0.003523
0.676289	-0.003524
0.675170	-0.003528
0.674027	-0.003534
0.672512	-0.003533
0.671201	-0.003532
0.670330	-0.003537
0.669102	-0.003543
0.667531	-0.003544
0.666492	-0.003547
0.665270	-0.003551
0.663898	-0.003553
0.663021	-0.003562
0.661352	-0.003559
0.660463	-0.003566
0.659012	-0.003570
0.657930	-0.003572
0.656369	-0.003568
0.655336	-0.003573
0.654242	-0.003575
0.652683	-0.003574
0.651550	-0.003573
0.650719	-0.003583
0.649010	-0.003580
0.647874	-0.003581
0.646847	-0.003582
0.645918	-0.003596
0.644195	-0.003595
0.642419	-0.003583
0.642429	-0.003595
0.640616	-0.003603
0.639220	-0.003597
0.638151	-0.003601
0.636837	-0.003599
0.635458	-0.003598
0.634591	-0.003602
0.633371	-0.003610
0.631935	-0.003610
0.631037	-0.003616
0.629482	-0.003616
0.628363	-0.003614
0.627572	-0.003624
0.625946	-0.003627
0.624632	-0.003625
0.623703	-0.003627
0.622499	-0.003634
0.621097	-0.003637
0.619554	-0.003632
0.618637	-0.003634
0.617628	-0.003643
0.616040	-0.003643
0.614674	-0.003638
0.613681	-0.003640
0.612642	-0.003646
0.611086	-0.003644
0.609998	-0.003649
0.608956	-0.003651
0.607499	-0.003651
0.606380	-0.003657
0.605091	-0.003656
0.603878	-0.003658
0.602478	-0.003659
0.601375	-0.003659
0.600239	-0.003662
0.598769	-0.003662
0.597647	-0.003663
0.596489	-0.003664
0.595258	-0.003666
0.593913	-0.003670
0.592804	-0.003667
0.591652	-0.003674
0.590054	-0.003670
0.589314	-0.003677
0.587591	-0.003673
0.586699	-0.003679
0.585128	-0.003677
0.584101	-0.003679
0.582705	-0.003677
0.581593	-0.003678
0.580254	-0.003677
0.578760	-0.003671
0.577938	-0.003670
0.576536	-0.003673
0.575555	-0.003676
0.574265	-0.003678
0.572866	-0.003677
0.571833	-0.003681
0.570659	-0.003683
0.569489	-0.003689
0.567867	-0.003687
0.566919	-0.003688
0.564884	-0.003672
0.564579	-0.003678
0.563381	-0.003683
0.561550	-0.003676
0.560884	-0.003684
0.559696	-0.003693
0.558516	-0.003699
0.556524	-0.003695
0.555742	-0.003695
0.554761	-0.003703
0.552988	-0.003699
0.552081	-0.003701
0.550917	-0.003705
0.549529	-0.003709
0.547687	-0.003698
0.547066	-0.003696
0.545814	-0.003698
0.544454	-0.003698
0.543461	-0.003700
0.542257	-0.003704
0.540860	-0.003705
0.539607	-0.003706
0.538309	-0.003705
0.537047	-0.003705
0.535794	-0.003704
0.534578	-0.003702
0.533664	-0.003709
0.532372	-0.003712
0.530722	-0.003708
0.529875	-0.003710
0.528476	-0.003708
0.527406	-0.003713
0.525897	-0.003709
0.525157	-0.003716
0.523418	-0.003715
0.522398	-0.003716
0.521414	-0.003720
0.519587	-0.003716
0.518920	-0.003724
0.517411	-0.003723
0.516335	-0.003727
0.514728	-0.003729
0.513817	-0.003727
0.512439	-0.003727
0.510850	-0.003720
0.510233	-0.003723
0.508898	-0.003729
0.507333	-0.003721
0.506307	-0.003727
0.505161	-0.003722
0.503734	-0.003726
0.502301	-0.003717
0.501637	-0.003723
0.499884	-0.003714
0.499013	-0.003719
0.497763	-0.003721
0.496223	-0.003717
0.495092	-0.003708
0.494255	-0.003718
0.493265	-0.003728
0.491291	-0.003728
0.490191	-0.003722
0.489027	-0.003723
0.487991	-0.003727
0.486527	-0.003728
0.485451	-0.003730
0.484067	-0.003728
0.483325	-0.003738
0.481400	-0.003736
0.480385	-0.003734
0.479190	-0.003732
0.477968	-0.003733
0.476795	-0.003737
0.475597	-0.003738
0.474142	-0.003739
0.473128	-0.003741
0.472086	-0.003745
0.470405	-0.003743
0.469149	-0.003739
0.468196	-0.003743
0.466705	-0.003737
0.465675	-0.003742
0.464657	-0.003746
0.462885	-0.003739
0.461962	-0.003742
0.460679	-0.003742
0.459814	-0.003747
0.457990	-0.003744
0.457254	-0.003750
0.455772	-0.003750
0.454406	-0.003748
0.453284	-0.003748
0.452108	-0.003749
0.450806	-0.003748
0.449648	-0.003748
0.448536	-0.003752
0.446831	-0.003746
0.445831	-0.003747
0.445074	-0.003752
0.443408	-0.003753
0.442152	-0.003749
0.440832	-0.003746
0.439861	-0.003746
0.438571	-0.003748
0.436939	-0.003736
0.436230	-0.003745
0.434990	-0.003746
0.433755	-0.003749
0.432304	-0.003749
0.431170	-0.003750
0.430043	-0.003751
0.428716	-0.003756
0.427256	-0.003755
0.426202	-0.003757
0.424872	-0.003753
0.423821	-0.003761
0.422562	-0.003761
0.420882	-0.003753
0.420084	-0.003755
0.418920	-0.003761
0.417322	-0.003756
0.415974	-0.003750
0.415259	-0.003756
0.414000	-0.003760
0.412555	-0.003761
0.411165	-0.003754
0.410498	-0.003757
0.408793	-0.003758
0.407672	-0.003759
0.406425	-0.003757
0.405405	-0.003759
0.403855	-0.003759
0.403143	-0.003763
0.401059	-0.003753
0.400247	-0.003748
0.399464	-0.003762
0.397417	-0.003748
0.396998	-0.003759
0.395458	-0.003763
0.394447	-0.003771
0.392320	-0.003761
0.391596	-0.003757
0.390517	-0.003765
0.389237	-0.003766
0.387627	-0.003761
0.386456	-0.003759
0.385683	-0.003768
0.383938	-0.003760
0.382734	-0.003758
0.381946	-0.003763
0.380571	-0.003764
0.379214	-0.003766
0.377796	-0.003762
0.377066	-0.003768
0.375306	-0.003763
0.374261	-0.003764
0.373194	-0.003763
0.371881	-0.003764
0.370496	-0.003759
0.369735	-0.003767
0.368134	-0.003763
0.366897	-0.003765
0.365751	-0.003764
0.364797	-0.003770
0.363251	-0.003769
0.361974	-0.003768
0.360859	-0.003766
0.359349	-0.003761
0.358316	-0.003761
0.357021	-0.003760
0.355850	-0.003758
0.354787	-0.003764
0.353394	-0.003765
0.352098	-0.003766
0.350692	-0.003761
0.349537	-0.003760
0.348569	-0.003760
0.347707	-0.003774
0.345739	-0.003773
0.344144	-0.003757
0.343350	-0.003755
0.342060	-0.003749
0.340853	-0.003748
0.340159	-0.003754
0.338900	-0.003763
0.337064	-0.003758
0.336144	-0.003763
0.334586	-0.003755
0.333941	-0.003761
0.332569	-0.003764
0.331368	-0.003768
0.329816	-0.003764
0.328963	-0.003772
0.327659	-0.003774
0.326109	-0.003768
0.324701	-0.003765
0.324016	-0.003768
0.322696	-0.003770
0.321364	-0.003773
0.320077	-0.003769
0.318736	-0.003768
0.317776	-0.003772
0.316304	-0.003768
0.315225	-0.003770
0.313385	-0.003759
0.313162	-0.003771
0.311237	-0.003770
0.310198	-0.003768
0.309114	-0.003773
0.307729	-0.003773
