     V         Ical
  0.00   0.76070491
  0.01   0.75945499
  0.02   0.75820505
  0.03   0.75695509
  0.04   0.75570510
  0.05   0.75445508
  0.06   0.75320501
  0.07   0.75195490
  0.08   0.75070472
  0.09   0.74945446
  0.10   0.74820411
  0.11   0.74695363
  0.12   0.74570301
  0.13   0.74445221
  0.14   0.74320118
  0.15   0.74194988
  0.16   0.74069823
  0.17   0.73944616
  0.18   0.73819356
  0.19   0.73694032
  0.20   0.73568629
  0.21   0.73443128
  0.22   0.73317505
  0.23   0.73191733
  0.24   0.73065776
  0.25   0.72939591
  0.26   0.72813125
  0.27   0.72686312
  0.28   0.72559070
  0.29   0.72431299
  0.30   0.72302876
  0.31   0.72173646
  0.32   0.72043422
  0.33   0.71911970
  0.34   0.71779003
  0.35   0.71644165
  0.36   0.71507017
  0.37   0.71367020
  0.38   0.71223506
  0.39   0.71075649
  0.40   0.70922433
  0.41   0.70762601
  0.42   0.70594605
  0.43   0.70416532
  0.44   0.70226019
  0.45   0.70020155
  0.46   0.69795341
  0.47   0.69547141
  0.48   0.69270076
  0.49   0.68957389
  0.50   0.68600738
  0.51   0.68189833
  0.52   0.67711976
  0.53   0.67151504
  0.54   0.66489096
  0.55   0.65700922
  0.56   0.64757601
  0.57   0.63622909
  0.58   0.62252207
  0.59   0.60590500
  0.60   0.58570066
  0.61   0.56107560
  0.62   0.53100474
  0.63   0.49422843
  0.64   0.44920033
  0.65   0.39402458
  0.66   0.32638044
  0.67   0.24343254
  0.68   0.14172485
  0.69   0.01705708
  0.70  -0.13565769
  0.71  -0.32255349
  0.72  -0.55098822
  0.73  -0.82973144
  0.74  -1.16915448
  0.75  -1.58140858
  0.76  -2.08057086
  0.77  -2.68273123
  0.78  -3.40598732
  0.79  -4.27031175
  0.80  -5.29725817
  0.81  -6.50948301
  0.82  -7.93007953
  0.83  -9.58174987
  0.84 -11.48587308
  0.85 -13.66155664
  0.86 -16.12477497
  0.87 -18.88769464
  0.88 -21.95826073
  0.89 -25.34007818
  0.90 -29.03257683
  0.91 -33.03141080
  0.92 -37.32901961
  0.93 -41.91527280
  0.94 -46.77812778
  0.95 -51.90424729
  0.96 -57.27954231
  0.97 -62.88962357
  0.98 -68.72015862
  0.99 -74.75714050
  1.00 -80.98707906
