     V         Ical
  0.00   0.76063096
  0.01   0.75840908
  0.02   0.75618713
  0.03   0.75396507
  0.04   0.75174287
  0.05   0.74952045
  0.06   0.74729770
  0.07   0.74507449
  0.08   0.74285059
  0.09   0.74062570
  0.10   0.73839934
  0.11   0.73617086
  0.12   0.73393926
  0.13   0.73170312
  0.14   0.72946034
  0.15   0.72720785
  0.16   0.72494120
  0.17   0.72265386
  0.18   0.72033628
  0.19   0.71797455
  0.20   0.71554833
  0.21   0.71302790
  0.22   0.71036987
  0.23   0.70751088
  0.24   0.70435835
  0.25   0.70077714
  0.26   0.69656987
  0.27   0.69144842
  0.28   0.68499223
  0.29   0.67658771
  0.30   0.66534004
  0.31   0.64994528
  0.32   0.62850540
  0.33   0.59826204
  0.34   0.55521585
  0.35   0.49358774
  0.36   0.40506779
  0.37   0.27779152
  0.38   0.09499177
  0.39  -0.16668288
  0.40  -0.53908490
  0.41  -1.06441371
  0.42  -1.79636537
  0.43  -2.79961400
  0.44  -4.14653977
  0.45  -5.91064183
  0.46  -8.15743268
  0.47 -10.93525466
  0.48 -14.26912538
  0.49 -18.15956996
  0.50 -22.58614073
  0.51 -27.51360220
  0.52 -32.89848266
  0.53 -38.69448088
  0.54 -44.85619930
  0.55 -51.34133221
  0.56 -58.11170025
  0.57 -65.13353670
  0.58 -72.37734344
  0.59 -79.81753181
  0.60 -87.43198030
  0.61 -95.20158309
  0.62 -103.10982727
  0.63 -111.14241467
  0.64 -119.28693286
  0.65 -127.53257349
  0.66 -135.86989345
  0.67 -144.29061356
  0.68 -152.78744918
  0.69 -161.35396793
  0.70 -169.98446997
  0.71 -178.67388720
  0.72 -187.41769817
  0.73 -196.21185604
  0.74 -205.05272748
  0.75 -213.93704058
  0.76 -222.86184045
  0.77 -231.82445105
  0.78 -240.82244251
  0.79 -249.85360285
  0.80 -258.91591355
  0.81 -268.00752833
  0.82 -277.12675469
  0.83 -286.27203779
  0.84 -295.44194632
  0.85 -304.63516009
  0.86 -313.85045914
  0.87 -323.08671407
  0.88 -332.34287753
  0.89 -341.61797662
  0.90 -350.91110616
  0.91 -360.22142268
  0.92 -369.54813909
  0.93 -378.89051980
  0.94 -388.24787648
  0.95 -397.61956411
  0.96 -407.00497755
  0.97 -416.40354833
  0.98 -425.81474182
  0.99 -435.23805466
  1.00 -444.67301236
