     V         Ical
  0.00   0.76067828
  0.01   0.75907839
  0.02   0.75747842
  0.03   0.75587835
  0.04   0.75427813
  0.05   0.75267769
  0.06   0.75107693
  0.07   0.74947570
  0.08   0.74787379
  0.09   0.74627088
  0.10   0.74466650
  0.11   0.74306000
  0.12   0.74145039
  0.13   0.73983622
  0.14   0.73821541
  0.15   0.73658490
  0.16   0.73494021
  0.17   0.73327482
  0.18   0.73157917
  0.19   0.72983935
  0.20   0.72803499
  0.21   0.72613636
  0.22   0.72410005
  0.23   0.72186262
  0.24   0.71933144
  0.25   0.71637125
  0.26   0.71278452
  0.27   0.70828288
  0.28   0.70244540
  0.29   0.69465793
  0.30   0.68402482
  0.31   0.66924092
  0.32   0.64840637
  0.33   0.61876010
  0.34   0.57629874
  0.35   0.51523736
  0.36   0.42725753
  0.37   0.30048263
  0.38   0.11812844
  0.39  -0.14317967
  0.40  -0.51532447
  0.41  -1.04054243
  0.42  -1.77257085
  0.43  -2.77612306
  0.44  -4.12360654
  0.45  -5.88852486
  0.46  -8.13636487
  0.47 -10.91541484
  0.48 -14.25062111
  0.49 -18.14243592
  0.50 -22.57035020
  0.51 -27.49908490
  0.52 -32.88514290
  0.53 -38.68221210
  0.54 -44.84489416
  0.55 -51.33088866
  0.56 -58.10202468
  0.57 -65.12454508
  0.58 -72.36896138
  0.59 -79.80969398
  0.60 -87.42462955
  0.61 -95.19466955
  0.62 -103.10330740
  0.63 -111.13625039
  0.64 -119.28109084
  0.65 -127.52702446
  0.66 -135.86461163
  0.67 -144.28557618
  0.68 -152.78263608
  0.69 -161.34936118
  0.70 -169.98005360
  0.71 -178.66964691
  0.72 -187.41362113
  0.73 -196.20793073
  0.74 -205.04894349
  0.75 -213.93338849
  0.76 -222.85831171
  0.77 -231.82103790
  0.78 -240.81913787
  0.79 -249.85040025
  0.80 -258.91280706
  0.81 -268.00451251
  0.82 -277.12382453
  0.83 -286.26918867
  0.84 -295.43917398
  0.85 -304.63246060
  0.86 -313.84782885
  0.87 -323.08414958
  0.88 -332.34037570
  0.89 -341.61553450
  0.90 -350.90872101
  0.91 -360.21909195
  0.92 -369.54586038
  0.93 -378.88829088
  0.94 -388.24569524
  0.95 -397.61742858
  0.96 -407.00288587
  0.97 -416.40149875
  0.98 -425.81273270
  0.99 -435.23608445
  1.00 -444.67107959
