     V         Ical
  0.00   0.76070871
  0.01   0.75910875
  0.02   0.75750872
  0.03   0.75590859
  0.04   0.75430831
  0.05   0.75270781
  0.06   0.75110699
  0.07   0.74950571
  0.08   0.74790375
  0.09   0.74630079
  0.10   0.74469639
  0.11   0.74308987
  0.12   0.74148026
  0.13   0.73986613
  0.14   0.73824540
  0.15   0.73661504
  0.16   0.73497059
  0.17   0.73330558
  0.18   0.73161053
  0.19   0.72987160
  0.20   0.72806857
  0.21   0.72617190
  0.22   0.72413847
  0.23   0.72190527
  0.24   0.71938027
  0.25   0.71642908
  0.26   0.71285543
  0.27   0.70837273
  0.28   0.70256260
  0.29   0.69481439
  0.30   0.68423717
  0.31   0.66953185
  0.32   0.64880573
  0.33   0.61930448
  0.34   0.57702698
  0.35   0.51617557
  0.36   0.42838025
  0.37   0.30162179
  0.38   0.11877330
  0.39  -0.14430089
  0.40  -0.52107834
  0.41  -1.05696279
  0.42  -1.81162717
  0.43  -2.86017125
  0.44  -4.29171767
  0.45  -6.20406342
  0.46  -8.69395614
  0.47 -11.84457288
  0.48 -15.71383760
  0.49 -20.32758998
  0.50 -25.67958977
  0.51 -31.73730085
  0.52 -38.45049851
  0.53 -45.75978917
  0.54 -53.60333667
  0.55 -61.92133886
  0.56 -70.65854623
  0.57 -79.76537044
  0.58 -89.19810336
  0.59 -98.91863885
  0.60 -108.89395621
  0.61 -119.09552078
  0.62 -129.49868734
  0.63 -140.08214847
  0.64 -150.82744496
  0.65 -161.71854171
  0.66 -172.74146565
  0.67 -183.88399925
  0.68 -195.13542229
  0.69 -206.48629477
  0.70 -217.92827444
  0.71 -229.45396333
  0.72 -241.05677840
  0.73 -252.73084229
  0.74 -264.47089086
  0.75 -276.27219459
  0.76 -288.13049162
  0.77 -300.04193054
  0.78 -312.00302135
  0.79 -324.01059317
  0.80 -336.06175789
  0.81 -348.15387857
  0.82 -360.28454203
  0.83 -372.45153503
  0.84 -384.65282336
  0.85 -396.88653358
  0.86 -409.15093699
  0.87 -421.44443543
  0.88 -433.76554881
  0.89 -446.11290400
  0.90 -458.48522506
  0.91 -470.88132441
  0.92 -483.30009511
  0.93 -495.74050379
  0.94 -508.20158447
  0.95 -520.68243289
  0.96 -533.18220152
  0.97 -545.70009493
  0.98 -558.23536573
  0.99 -570.78731084
  1.00 -583.35526810
