     V         Ical
  0.00   0.76003996
  0.01   0.75004990
  0.02   0.74005983
  0.03   0.73006975
  0.04   0.72007966
  0.05   0.71008956
  0.06   0.70009944
  0.07   0.69010931
  0.08   0.68011916
  0.09   0.67012898
  0.10   0.66013879
  0.11   0.65014856
  0.12   0.64015829
  0.13   0.63016799
  0.14   0.62017764
  0.15   0.61018724
  0.16   0.60019678
  0.17   0.59020624
  0.18   0.58021563
  0.19   0.57022491
  0.20   0.56023409
  0.21   0.55024314
  0.22   0.54025205
  0.23   0.53026078
  0.24   0.52026932
  0.25   0.51027762
  0.26   0.50028567
  0.27   0.49029341
  0.28   0.48030080
  0.29   0.47030778
  0.30   0.46031428
  0.31   0.45032025
  0.32   0.44032558
  0.33   0.43033017
  0.34   0.42033393
  0.35   0.41033671
  0.36   0.40033835
  0.37   0.39033869
  0.38   0.38033752
  0.39   0.37033459
  0.40   0.36032964
  0.41   0.35032235
  0.42   0.34031235
  0.43   0.33029922
  0.44   0.32028246
  0.45   0.31026151
  0.46   0.30023571
  0.47   0.29020430
  0.48   0.28016639
  0.49   0.27012099
  0.50   0.26006689
  0.51   0.25000275
  0.52   0.23992699
  0.53   0.22983779
  0.54   0.21973305
  0.55   0.20961031
  0.56   0.19946677
  0.57   0.18929917
  0.58   0.17910372
  0.59   0.16887608
  0.60   0.15861118
  0.61   0.14830320
  0.62   0.13794537
  0.63   0.12752989
  0.64   0.11704773
  0.65   0.10648842
  0.66   0.09583989
  0.67   0.08508814
  0.68   0.07421700
  0.69   0.06320776
  0.70   0.05203880
  0.71   0.04068507
  0.72   0.02911763
  0.73   0.01730302
  0.74   0.00520250
  0.75  -0.00722870
  0.76  -0.02004235
  0.77  -0.03329834
  0.78  -0.04706592
  0.79  -0.06142514
  0.80  -0.07646857
  0.81  -0.09230324
  0.82  -0.10905286
  0.83  -0.12686045
  0.84  -0.14589128
  0.85  -0.16633637
  0.86  -0.18841640
  0.87  -0.21238633
  0.88  -0.23854062
  0.89  -0.26721931
  0.90  -0.29881491
  0.91  -0.33378042
  0.92  -0.37263840
  0.93  -0.41599144
  0.94  -0.46453403
  0.95  -0.51906618
  0.96  -0.58050879
  0.97  -0.64992116
  0.98  -0.72852071
  0.99  -0.81770517
  1.00  -0.91907746
