     V         Ical
  0.00   0.76041978
  0.01   0.75042468
  0.02   0.74042954
  0.03   0.73043437
  0.04   0.72043914
  0.05   0.71044384
  0.06   0.70044844
  0.07   0.69045293
  0.08   0.68045725
  0.09   0.67046137
  0.10   0.66046521
  0.11   0.65046870
  0.12   0.64047171
  0.13   0.63047411
  0.14   0.62047570
  0.15   0.61047623
  0.16   0.60047537
  0.17   0.59047269
  0.18   0.58046763
  0.19   0.57045945
  0.20   0.56044717
  0.21   0.55042951
  0.22   0.54040482
  0.23   0.53037091
  0.24   0.52032491
  0.25   0.51026305
  0.26   0.50018043
  0.27   0.49007059
  0.28   0.47992505
  0.29   0.46973275
  0.30   0.45947915
  0.31   0.44914520
  0.32   0.43870593
  0.33   0.42812863
  0.34   0.41737042
  0.35   0.40637508
  0.36   0.39506897
  0.37   0.38335554
  0.38   0.37110829
  0.39   0.35816144
  0.40   0.34429775
  0.41   0.32923260
  0.42   0.31259313
  0.43   0.29389091
  0.44   0.27248631
  0.45   0.24754189
  0.46   0.21796157
  0.47   0.18231146
  0.48   0.13871680
  0.49   0.08472833
  0.50   0.01714945
  0.51  -0.06818629
  0.52  -0.17670009
  0.53  -0.31542992
  0.54  -0.49348588
  0.55  -0.72261535
  0.56  -1.01789150
  0.57  -1.39853104
  0.58  -1.88883098
  0.59  -2.51918632
  0.60  -3.32710639
  0.61  -4.35808695
  0.62  -5.66612171
  0.63  -7.31356945
  0.64  -9.37006305
  0.65 -11.91020270
  0.66 -15.00995706
  0.67 -18.74200455
  0.68 -23.17060626
  0.69 -28.34686845
  0.70 -34.30527433
  0.71 -41.06209180
  0.72 -48.61579419
  0.73 -56.94916417
  0.74 -66.03245953
  0.75 -75.82696570
  0.76 -86.28838785
  0.77 -97.36974367
  0.78 -109.02361617
  0.79 -121.20376934
  0.80 -133.86621015
  0.81 -146.96981155
  0.82 -160.47661083
  0.83 -174.35188206
  0.84 -188.56406089
  0.85 -203.08457951
  0.86 -217.88765276
  0.87 -232.95004324
  0.88 -248.25082325
  0.89 -263.77114475
  0.90 -279.49402343
  0.91 -295.40414017
  0.92 -311.48766093
  0.93 -327.73207487
  0.94 -344.12604989
  0.95 -360.65930421
  0.96 -377.32249261
  0.97 -394.10710588
  0.98 -411.00538188
  0.99 -428.01022708
  1.00 -445.11514726
