     V         Ical
  0.00   0.76063096
  0.01   0.75840913
  0.02   0.75618727
  0.03   0.75396537
  0.04   0.75174341
  0.05   0.74952138
  0.06   0.74729925
  0.07   0.74507701
  0.08   0.74285460
  0.09   0.74063198
  0.10   0.73840908
  0.11   0.73618582
  0.12   0.73396209
  0.13   0.73173773
  0.14   0.72951255
  0.15   0.72728630
  0.16   0.72505865
  0.17   0.72282915
  0.18   0.72059724
  0.19   0.71836217
  0.20   0.71612294
  0.21   0.71387828
  0.22   0.71162649
  0.23   0.70936536
  0.24   0.70709199
  0.25   0.70480255
  0.26   0.70249208
  0.27   0.70015402
  0.28   0.69777981
  0.29   0.69535821
  0.30   0.69287448
  0.31   0.69030933
  0.32   0.68763745
  0.33   0.68482566
  0.34   0.68183051
  0.35   0.67859501
  0.36   0.67504450
  0.37   0.67108113
  0.38   0.66657668
  0.39   0.66136314
  0.40   0.65522045
  0.41   0.64786031
  0.42   0.63890523
  0.43   0.62786104
  0.44   0.61408106
  0.45   0.59671953
  0.46   0.57467108
  0.47   0.54649231
  0.48   0.51030075
  0.49   0.46364506
  0.50   0.40333960
  0.51   0.32525545
  0.52   0.22405958
  0.53   0.09289448
  0.54  -0.07700635
  0.55  -0.29676596
  0.56  -0.58036130
  0.57  -0.94513908
  0.58  -1.41229076
  0.59  -2.00719316
  0.60  -2.75948392
  0.61  -3.70271696
  0.62  -4.87345135
  0.63  -6.30969267
  0.64  -8.04873782
  0.65 -10.12465201
  0.66 -12.56576767
  0.67 -15.39265933
  0.68 -18.61696659
  0.69 -22.24122907
  0.70 -26.25965047
  0.71 -30.65952243
  0.72 -35.42296680
  0.73 -40.52869045
  0.74 -45.95354174
  0.75 -51.67376287
  0.76 -57.66591641
  0.77 -63.90751557
  0.78 -70.37741230
  0.79 -77.05600182
  0.80 -83.92529640
  0.81 -90.96891172
  0.82 -98.17199836
  0.83 -105.52114199
  0.84 -113.00424838
  0.85 -120.61042410
  0.86 -128.32985923
  0.87 -136.15371643
  0.88 -144.07402812
  0.89 -152.08360280
  0.90 -160.17594065
  0.91 -168.34515796
  0.92 -176.58591993
  0.93 -184.89338107
  0.94 -193.26313242
  0.95 -201.69115495
  0.96 -210.17377844
  0.97 -218.70764503
  0.98 -227.28967720
  0.99 -235.91704930
  1.00 -244.58716242
