     V         Ical
  0.00   0.76073914
  0.01   0.75913916
  0.02   0.75753916
  0.03   0.75593911
  0.04   0.75433901
  0.05   0.75273884
  0.06   0.75113858
  0.07   0.74953819
  0.08   0.74793765
  0.09   0.74633689
  0.10   0.74473586
  0.11   0.74313448
  0.12   0.74153262
  0.13   0.73993014
  0.14   0.73832685
  0.15   0.73672250
  0.16   0.73511676
  0.17   0.73350919
  0.18   0.73189923
  0.19   0.73028614
  0.20   0.72866893
  0.21   0.72704634
  0.22   0.72541668
  0.23   0.72377776
  0.24   0.72212671
  0.25   0.72045975
  0.26   0.71877193
  0.27   0.71705677
  0.28   0.71530577
  0.29   0.71350779
  0.30   0.71164823
  0.31   0.70970794
  0.32   0.70766183
  0.33   0.70547702
  0.34   0.70311037
  0.35   0.70050539
  0.36   0.69758799
  0.37   0.69426109
  0.38   0.69039744
  0.39   0.68583027
  0.40   0.68034102
  0.41   0.67364332
  0.42   0.66536193
  0.43   0.65500532
  0.44   0.64192968
  0.45   0.62529199
  0.46   0.60398883
  0.47   0.57657647
  0.48   0.54116715
  0.49   0.49529438
  0.50   0.43573881
  0.51   0.35830398
  0.52   0.25752932
  0.53   0.12632538
  0.54  -0.04448487
  0.55  -0.26673513
  0.56  -0.55560881
  0.57  -0.93046167
  0.58  -1.41576314
  0.59  -2.04211732
  0.60  -2.84727984
  0.61  -3.87702537
  0.62  -5.18564698
  0.63  -6.83580110
  0.64  -8.89738374
  0.65 -11.44518273
  0.66 -14.55523649
  0.67 -18.30014220
  0.68 -22.74391662
  0.69 -27.93727423
  0.70 -33.91420139
  0.71 -40.69042239
  0.72 -48.26388002
  0.73 -56.61688711
  0.74 -65.71932125
  0.75 -75.53218694
  0.76 -86.01100271
  0.77 -97.10868017
  0.78 -108.77775964
  0.79 -120.97200885
  0.80 -133.64747029
  0.81 -146.76307237
  0.82 -160.28091902
  0.83 -174.16635584
  0.84 -188.38789060
  0.85 -202.91702552
  0.86 -217.72804169
  0.87 -232.79776334
  0.88 -248.10531941
  0.89 -263.63191345
  0.90 -279.36060788
  0.91 -295.27612577
  0.92 -311.36467099
  0.93 -327.61376681
  0.94 -344.01211171
  0.95 -360.54945137
  0.96 -377.21646523
  0.97 -394.00466620
  0.98 -410.90631206
  0.99 -427.91432720
  1.00 -445.02223352
