     V         Ical
  0.00   0.76080000
  0.01   0.75919990
  0.02   0.75759977
  0.03   0.75599960
  0.04   0.75439937
  0.05   0.75279907
  0.06   0.75119869
  0.07   0.74959818
  0.08   0.74799751
  0.09   0.74639664
  0.10   0.74479549
  0.11   0.74319399
  0.12   0.74159202
  0.13   0.73998944
  0.14   0.73838606
  0.15   0.73678162
  0.16   0.73517581
  0.17   0.73356819
  0.18   0.73195820
  0.19   0.73034511
  0.20   0.72872794
  0.21   0.72710544
  0.22   0.72547594
  0.23   0.72383727
  0.24   0.72218658
  0.25   0.72052013
  0.26   0.71883302
  0.27   0.71711883
  0.28   0.71536913
  0.29   0.71357290
  0.30   0.71171566
  0.31   0.70977844
  0.32   0.70773639
  0.33   0.70555690
  0.34   0.70319725
  0.35   0.70060143
  0.36   0.69769602
  0.37   0.69438476
  0.38   0.69054148
  0.39   0.68600077
  0.40   0.68054582
  0.41   0.67389238
  0.42   0.66566785
  0.43   0.65538380
  0.44   0.64239991
  0.45   0.62587683
  0.46   0.60471425
  0.47   0.57746976
  0.48   0.54225254
  0.49   0.49658390
  0.50   0.43721455
  0.51   0.35988501
  0.52   0.25901156
  0.53   0.12727453
  0.54  -0.04492142
  0.55  -0.27015473
  0.56  -0.56491443
  0.57  -0.95081587
  0.58  -1.45619450
  0.59  -2.11819506
  0.60  -2.98551035
  0.61  -4.12197138
  0.62  -5.61125371
  0.63  -7.56304689
  0.64 -10.12114181
  0.65 -13.47403226
  0.66 -17.86881219
  0.67 -23.62939296
  0.68 -31.18038353
  0.69 -41.07839342
  0.70 -54.05306508
  0.71 -71.06085885
  0.72 -93.35555218
  0.73 -122.58064409
  0.74 -160.89046650
  0.75 -211.10891152
  0.76 -276.93744319
  0.77 -363.22767045
  0.78 -476.33847533
  0.79 -624.60385024
  0.80 -818.94563383
  0.81 -1073.67579913
  0.82 -1407.54654837
  0.83 -1845.12409570
  0.84 -2418.58478044
  0.85 -3170.06140210
  0.86 -4154.70500202
  0.87 -5444.67454270
  0.88 -7134.32593262
  0.89 -9346.94425773
  0.90 -12243.44971867
  0.91 -16033.60748922
  0.92 -20990.37947002
  0.93 -27468.15957934
  0.94 -35925.70955658
  0.95 -46954.61556233
  0.96 -61313.94433932
  0.97 -79971.37892079
  0.98 -104150.29937688
  0.99 -135380.84861657
  1.00 -175550.80095845
