     V         Ical
  0.00   0.76070491
  0.01   0.75945496
  0.02   0.75820498
  0.03   0.75695496
  0.04   0.75570489
  0.05   0.75445474
  0.06   0.75320450
  0.07   0.75195414
  0.08   0.75070362
  0.09   0.74945288
  0.10   0.74820187
  0.11   0.74695049
  0.12   0.74569864
  0.13   0.74444616
  0.14   0.74319287
  0.15   0.74193850
  0.16   0.74068273
  0.17   0.73942511
  0.18   0.73816508
  0.19   0.73690188
  0.20   0.73563453
  0.21   0.73436174
  0.22   0.73308181
  0.23   0.73179254
  0.24   0.73049100
  0.25   0.72917340
  0.26   0.72783473
  0.27   0.72646846
  0.28   0.72506599
  0.29   0.72361608
  0.30   0.72210398
  0.31   0.72051037
  0.32   0.71880991
  0.33   0.71696939
  0.34   0.71494529
  0.35   0.71268055
  0.36   0.71010042
  0.37   0.70710692
  0.38   0.70357165
  0.39   0.69932638
  0.40   0.69415072
  0.41   0.68775598
  0.42   0.67976412
  0.43   0.66968022
  0.44   0.65685665
  0.45   0.64044634
  0.46   0.61934221
  0.47   0.59209861
  0.48   0.55683008
  0.49   0.51108131
  0.50   0.45166153
  0.51   0.37443510
  0.52   0.27406024
  0.53   0.14366830
  0.54  -0.02552144
  0.55  -0.24464974
  0.56  -0.52771532
  0.57  -0.89209081
  0.58  -1.35899759
  0.59  -1.95384538
  0.60  -2.70630572
  0.61  -3.64996420
  0.62  -4.82140509
  0.63  -6.25864785
  0.64  -7.99898764
  0.65 -10.07646991
  0.66 -12.51938970
  0.67 -15.34827019
  0.68 -18.57469158
  0.69 -22.20113289
  0.70 -26.22174206
  0.71 -30.62376390
  0.72 -35.38928426
  0.73 -40.49698492
  0.74 -45.92369880
  0.75 -51.64566058
  0.76 -57.63943119
  0.77 -63.88252638
  0.78 -70.35380343
  0.79 -77.03366444
  0.80 -83.90412942
  0.81 -90.94882205
  0.82 -98.15290074
  0.83 -105.50295868
  0.84 -112.98690870
  0.85 -120.59386384
  0.86 -128.31402016
  0.87 -136.13854570
  0.88 -144.05947776
  0.89 -152.06962925
  0.90 -160.16250428
  0.91 -168.33222271
  0.92 -176.57345293
  0.93 -184.88135230
  0.94 -193.25151442
  0.95 -201.67992261
  0.96 -210.16290868
  0.97 -218.69711668
  0.98 -227.27947077
  0.99 -235.90714680
  1.00 -244.57754728
