     V         Ical
  0.00   0.76080000
  0.01   0.75954990
  0.02   0.75829977
  0.03   0.75704960
  0.04   0.75579937
  0.05   0.75454907
  0.06   0.75329869
  0.07   0.75204818
  0.08   0.75079751
  0.09   0.74954664
  0.10   0.74829549
  0.11   0.74704399
  0.12   0.74579202
  0.13   0.74453944
  0.14   0.74328606
  0.15   0.74203162
  0.16   0.74077581
  0.17   0.73951819
  0.18   0.73825820
  0.19   0.73699511
  0.20   0.73572794
  0.21   0.73445544
  0.22   0.73317594
  0.23   0.73188727
  0.24   0.73058658
  0.25   0.72927013
  0.26   0.72793302
  0.27   0.72656883
  0.28   0.72516913
  0.29   0.72372290
  0.30   0.72221566
  0.31   0.72062844
  0.32   0.71893639
  0.33   0.71710690
  0.34   0.71509725
  0.35   0.71285143
  0.36   0.71029602
  0.37   0.70733476
  0.38   0.70384148
  0.39   0.69965077
  0.40   0.69454582
  0.41   0.68824238
  0.42   0.68036785
  0.43   0.67043380
  0.44   0.65779991
  0.45   0.64162683
  0.46   0.62081425
  0.47   0.59391976
  0.48   0.55905254
  0.49   0.51373390
  0.50   0.45471455
  0.51   0.37773501
  0.52   0.27721156
  0.53   0.14582452
  0.54  -0.02602142
  0.55  -0.25090473
  0.56  -0.54531443
  0.57  -0.93086588
  0.58  -1.43589451
  0.59  -2.09754508
  0.60  -2.96451037
  0.61  -4.10062141
  0.62  -5.58955375
  0.63  -7.54099694
  0.64 -10.09874187
  0.65 -13.45128236
  0.66 -17.84571231
  0.67 -23.60594312
  0.68 -31.15658375
  0.69 -41.05424371
  0.70 -54.02856546
  0.71 -71.03600936
  0.72 -93.33035285
  0.73 -122.55509499
  0.74 -160.86456769
  0.75 -211.08266310
  0.76 -276.91084528
  0.77 -363.20072323
  0.78 -476.31117902
  0.79 -624.57620514
  0.80 -818.91764033
  0.81 -1073.64745774
  0.82 -1407.51785980
  0.83 -1845.09506086
  0.84 -2418.55540053
  0.85 -3170.03167872
  0.86 -4154.67493730
  0.87 -5444.64413943
  0.88 -7134.29519449
  0.89 -9346.91318962
  0.90 -12243.41832700
  0.91 -16033.57578246
  0.92 -20990.34745926
  0.93 -27468.12727914
  0.94 -35925.67698593
  0.95 -46954.58274590
  0.96 -61313.91130904
  0.97 -79971.34571760
  0.98 -104150.26605289
  0.99 -135380.81523728
  1.00 -175550.76760496
