     V         Ical
  0.00   0.76067322
  0.01   0.75845126
  0.02   0.75622928
  0.03   0.75400725
  0.04   0.75178517
  0.05   0.74956302
  0.06   0.74734077
  0.07   0.74511840
  0.08   0.74289587
  0.09   0.74067314
  0.10   0.73845012
  0.11   0.73622675
  0.12   0.73400290
  0.13   0.73177843
  0.14   0.72955314
  0.15   0.72732679
  0.16   0.72509904
  0.17   0.72286946
  0.18   0.72063748
  0.19   0.71840234
  0.20   0.71616308
  0.21   0.71391840
  0.22   0.71166663
  0.23   0.70940556
  0.24   0.70713230
  0.25   0.70484306
  0.26   0.70253288
  0.27   0.70019523
  0.28   0.69782160
  0.29   0.69540079
  0.30   0.69291814
  0.31   0.69035442
  0.32   0.68768445
  0.33   0.68487521
  0.34   0.68188339
  0.35   0.67865229
  0.36   0.67510754
  0.37   0.67115168
  0.38   0.66665703
  0.39   0.66145622
  0.40   0.65533000
  0.41   0.64799109
  0.42   0.63906323
  0.43   0.62805366
  0.44   0.61431731
  0.45   0.59700999
  0.46   0.57502754
  0.47   0.54692676
  0.48   0.51082299
  0.49   0.46425788
  0.50   0.40402974
  0.51   0.32597701
  0.52   0.22470452
  0.53   0.09324145
  0.54  -0.07737932
  0.55  -0.29862729
  0.56  -0.58506491
  0.57  -0.95500688
  0.58  -1.43120843
  0.59  -2.04150709
  0.60  -2.81929663
  0.61  -3.80366274
  0.62  -5.03897502
  0.63  -6.57373669
  0.64  -8.45857371
  0.65 -10.74341496
  0.66 -13.47414918
  0.67 -16.68926512
  0.68 -20.41708059
  0.69 -24.67407221
  0.70 -29.46454996
  0.71 -34.78159026
  0.72 -40.60888246
  0.73 -46.92303544
  0.74 -53.69592864
  0.75 -60.89681517
  0.76 -68.49402588
  0.77 -76.45623789
  0.78 -84.75334354
  0.79 -93.35699021
  0.80 -102.24086933
  0.81 -111.38082608
  0.82 -120.75484848
  0.83 -130.34298040
  0.84 -140.12719080
  0.85 -150.09122135
  0.86 -160.22042737
  0.87 -170.50162099
  0.88 -180.92292241
  0.89 -191.47362188
  0.90 -202.14405381
  0.91 -212.92548327
  0.92 -223.81000433
  0.93 -234.79044959
  0.94 -245.86030995
  0.95 -257.01366358
  0.96 -268.24511317
  0.97 -279.54973050
  0.98 -290.92300749
  0.99 -302.36081295
  1.00 -313.85935435
