     V         Ical
  0.00   0.76071547
  0.01   0.75849340
  0.02   0.75627129
  0.03   0.75404914
  0.04   0.75182693
  0.05   0.74960466
  0.06   0.74738229
  0.07   0.74515980
  0.08   0.74293716
  0.09   0.74071430
  0.10   0.73849117
  0.11   0.73626767
  0.12   0.73404371
  0.13   0.73181913
  0.14   0.72959374
  0.15   0.72736729
  0.16   0.72513944
  0.17   0.72290977
  0.18   0.72067771
  0.19   0.71844252
  0.20   0.71620321
  0.21   0.71395852
  0.22   0.71170677
  0.23   0.70944576
  0.24   0.70717262
  0.25   0.70488357
  0.26   0.70257367
  0.27   0.70023644
  0.28   0.69786338
  0.29   0.69544336
  0.30   0.69296177
  0.31   0.69039949
  0.32   0.68773143
  0.33   0.68492470
  0.34   0.68193622
  0.35   0.67870949
  0.36   0.67517047
  0.37   0.67122210
  0.38   0.66673721
  0.39   0.66154908
  0.40   0.65543926
  0.41   0.64812151
  0.42   0.63922077
  0.43   0.62824574
  0.44   0.61455291
  0.45   0.59729969
  0.46   0.57538319
  0.47   0.54736042
  0.48   0.51134459
  0.49   0.46487048
  0.50   0.40472044
  0.51   0.32670024
  0.52   0.22535223
  0.53   0.09359080
  0.54  -0.07775612
  0.55  -0.30051579
  0.56  -0.58986346
  0.57  -0.96514452
  0.58  -1.45081561
  0.59  -2.07746529
  0.60  -2.88283090
  0.61  -3.91266641
  0.62  -5.22124269
  0.63  -6.87119410
  0.64  -8.93239723
  0.65 -11.47962607
  0.66 -14.58891400
  0.67 -18.33286441
  0.68 -22.77551230
  0.69 -27.96760137
  0.70 -33.94315485
  0.71 -40.71793736
  0.72 -48.28993097
  0.73 -56.64148327
  0.74 -65.74249993
  0.75 -75.55400614
  0.76 -86.03153418
  0.77 -97.12800345
  0.78 -108.79595736
  0.79 -120.98916333
  0.80 -133.66366116
  0.81 -146.77837517
  0.82 -160.29540431
  0.83 -174.18008889
  0.84 -188.40093133
  0.85 -202.92942866
  0.86 -217.73985707
  0.87 -232.80903621
  0.88 -248.11609086
  0.89 -263.64222072
  0.90 -279.37048478
  0.91 -295.28560297
  0.92 -311.37377636
  0.93 -327.62252570
  0.94 -344.02054720
  0.95 -360.55758451
  0.96 -377.22431525
  0.97 -394.01225069
  0.98 -410.91364714
  0.99 -427.92142766
  1.00 -445.02911297
