     V         Ical
  0.00   0.76080000
  0.01   0.75716359
  0.02   0.75352718
  0.03   0.74989076
  0.04   0.74625433
  0.05   0.74261790
  0.06   0.73898145
  0.07   0.73534499
  0.08   0.73170853
  0.09   0.72807204
  0.10   0.72443554
  0.11   0.72079903
  0.12   0.71716249
  0.13   0.71352593
  0.14   0.70988934
  0.15   0.70625272
  0.16   0.70261607
  0.17   0.69897938
  0.18   0.69534264
  0.19   0.69170586
  0.20   0.68806901
  0.21   0.68443211
  0.22   0.68079513
  0.23   0.67715807
  0.24   0.67352091
  0.25   0.66988365
  0.26   0.66624626
  0.27   0.66260874
  0.28   0.65897106
  0.29   0.65533320
  0.30   0.65169515
  0.31   0.64805686
  0.32   0.64441832
  0.33   0.64077948
  0.34   0.63714032
  0.35   0.63350077
  0.36   0.62986079
  0.37   0.62622033
  0.38   0.62257932
  0.39   0.61893768
  0.40   0.61529532
  0.41   0.61165217
  0.42   0.60800810
  0.43   0.60436299
  0.44   0.60071670
  0.45   0.59706907
  0.46   0.59341993
  0.47   0.58976907
  0.48   0.58611626
  0.49   0.58246123
  0.50   0.57880369
  0.51   0.57514330
  0.52   0.57147967
  0.53   0.56781237
  0.54   0.56414090
  0.55   0.56046471
  0.56   0.55678315
  0.57   0.55309551
  0.58   0.54940097
  0.59   0.54569858
  0.60   0.54198731
  0.61   0.53826595
  0.62   0.53453315
  0.63   0.53078736
  0.64   0.52702684
  0.65   0.52324959
  0.66   0.51945338
  0.67   0.51563564
  0.68   0.51179347
  0.69   0.50792359
  0.70   0.50402227
  0.71   0.50008527
  0.72   0.49610779
  0.73   0.49208437
  0.74   0.48800883
  0.75   0.48387416
  0.76   0.47967238
  0.77   0.47539447
  0.78   0.47103016
  0.79   0.46656783
  0.80   0.46199428
  0.81   0.45729453
  0.82   0.45245158
  0.83   0.44744616
  0.84   0.44225639
  0.85   0.43685743
  0.86   0.43122113
  0.87   0.42531552
  0.88   0.41910434
  0.89   0.41254644
  0.90   0.40559513
  0.91   0.39819744
  0.92   0.39029325
  0.93   0.38181437
  0.94   0.37268340
  0.95   0.36281254
  0.96   0.35210215
  0.97   0.34043919
  0.98   0.32769539
  0.99   0.31372519
  1.00   0.29836346
