     V         Ical
  0.00   0.76080000
  0.01   0.75954994
  0.02   0.75829987
  0.03   0.75704978
  0.04   0.75579968
  0.05   0.75454956
  0.06   0.75329942
  0.07   0.75204924
  0.08   0.75079904
  0.09   0.74954880
  0.10   0.74829852
  0.11   0.74704818
  0.12   0.74579777
  0.13   0.74454730
  0.14   0.74329673
  0.15   0.74204605
  0.16   0.74079525
  0.17   0.73954429
  0.18   0.73829316
  0.19   0.73704181
  0.20   0.73579022
  0.21   0.73453832
  0.22   0.73328606
  0.23   0.73203338
  0.24   0.73078019
  0.25   0.72952641
  0.26   0.72827191
  0.27   0.72701657
  0.28   0.72576022
  0.29   0.72450269
  0.30   0.72324373
  0.31   0.72198309
  0.32   0.72072045
  0.33   0.71945544
  0.34   0.71818760
  0.35   0.71691641
  0.36   0.71564124
  0.37   0.71436133
  0.38   0.71307580
  0.39   0.71178359
  0.40   0.71048344
  0.41   0.70917387
  0.42   0.70785309
  0.43   0.70651902
  0.44   0.70516913
  0.45   0.70380047
  0.46   0.70240950
  0.47   0.70099203
  0.48   0.69954307
  0.49   0.69805670
  0.50   0.69652591
  0.51   0.69494232
  0.52   0.69329602
  0.53   0.69157521
  0.54   0.68976590
  0.55   0.68785143
  0.56   0.68581205
  0.57   0.68362426
  0.58   0.68126017
  0.59   0.67868663
  0.60   0.67586427
  0.61   0.67274631
  0.62   0.66927717
  0.63   0.66539084
  0.64   0.66100888
  0.65   0.65603812
  0.66   0.65036786
  0.67   0.64386659
  0.68   0.63637810
  0.69   0.62771679
  0.70   0.61766215
  0.71   0.60595226
  0.72   0.59227592
  0.73   0.57626345
  0.74   0.55747566
  0.75   0.53539079
  0.76   0.50938900
  0.77   0.47873391
  0.78   0.44255070
  0.79   0.39980011
  0.80   0.34924746
  0.81   0.28942600
  0.82   0.21859318
  0.83   0.13467891
  0.84   0.03522388
  0.85  -0.08269355
  0.86  -0.22254427
  0.87  -0.38845171
  0.88  -0.58531449
  0.89  -0.81895216
  0.90  -1.09627835
  0.91  -1.42550640
  0.92  -1.81639379
  0.93  -2.28053236
  0.94  -2.83169319
  0.95  -3.48623630
  0.96  -4.26359733
  0.97  -5.18686581
  0.98  -6.28347200
  0.99  -7.58600298
  1.00  -9.13317207
