     V         Ical
  0.00   0.76063097
  0.01   0.75840919
  0.02   0.75618740
  0.03   0.75396560
  0.04   0.75174380
  0.05   0.74952198
  0.06   0.74730014
  0.07   0.74507829
  0.08   0.74285642
  0.09   0.74063453
  0.10   0.73841261
  0.11   0.73619066
  0.12   0.73396868
  0.13   0.73174666
  0.14   0.72952459
  0.15   0.72730247
  0.16   0.72508028
  0.17   0.72285803
  0.18   0.72063569
  0.19   0.71841326
  0.20   0.71619071
  0.21   0.71396804
  0.22   0.71174522
  0.23   0.70952223
  0.24   0.70729904
  0.25   0.70507563
  0.26   0.70285195
  0.27   0.70062796
  0.28   0.69840361
  0.29   0.69617886
  0.30   0.69395363
  0.31   0.69172785
  0.32   0.68950144
  0.33   0.68727429
  0.34   0.68504630
  0.35   0.68281732
  0.36   0.68058720
  0.37   0.67835576
  0.38   0.67612280
  0.39   0.67388808
  0.40   0.67165133
  0.41   0.66941221
  0.42   0.66717037
  0.43   0.66492537
  0.44   0.66267672
  0.45   0.66042384
  0.46   0.65816608
  0.47   0.65590267
  0.48   0.65363271
  0.49   0.65135519
  0.50   0.64906892
  0.51   0.64677252
  0.52   0.64446441
  0.53   0.64214274
  0.54   0.63980539
  0.55   0.63744991
  0.56   0.63507344
  0.57   0.63267270
  0.58   0.63024387
  0.59   0.62778255
  0.60   0.62528365
  0.61   0.62274126
  0.62   0.62014856
  0.63   0.61749768
  0.64   0.61477946
  0.65   0.61198337
  0.66   0.60909717
  0.67   0.60610674
  0.68   0.60299574
  0.69   0.59974524
  0.70   0.59633338
  0.71   0.59273486
  0.72   0.58892040
  0.73   0.58485615
  0.74   0.58050295
  0.75   0.57581551
  0.76   0.57074145
  0.77   0.56522018
  0.78   0.55918166
  0.79   0.55254484
  0.80   0.54521606
  0.81   0.53708699
  0.82   0.52803238
  0.83   0.51790747
  0.84   0.50654491
  0.85   0.49375129
  0.86   0.47930312
  0.87   0.46294219
  0.88   0.44437023
  0.89   0.42324281
  0.90   0.39916227
  0.91   0.37166968
  0.92   0.34023554
  0.93   0.30424926
  0.94   0.26300703
  0.95   0.21569812
  0.96   0.16138918
  0.97   0.09900656
  0.98   0.02731633
  0.99  -0.05509826
  1.00  -0.14986193
