     V         Ical
  0.00   0.76080000
  0.01   0.75716353
  0.02   0.75352704
  0.03   0.74989050
  0.04   0.74625391
  0.05   0.74261725
  0.06   0.73898050
  0.07   0.73534363
  0.08   0.73170660
  0.09   0.72806936
  0.10   0.72443185
  0.11   0.72079399
  0.12   0.71715566
  0.13   0.71351671
  0.14   0.70987697
  0.15   0.70623617
  0.16   0.70259399
  0.17   0.69895001
  0.18   0.69530365
  0.19   0.69165420
  0.20   0.68800067
  0.21   0.68434180
  0.22   0.68067594
  0.23   0.67700091
  0.24   0.67331385
  0.25   0.66961104
  0.26   0.66588756
  0.27   0.66213701
  0.28   0.65835095
  0.29   0.65451835
  0.30   0.65062475
  0.31   0.64665117
  0.32   0.64257275
  0.33   0.63835690
  0.34   0.63396088
  0.35   0.62932870
  0.36   0.62438693
  0.37   0.61903930
  0.38   0.61315966
  0.39   0.60658259
  0.40   0.59909127
  0.41   0.59040147
  0.42   0.58014058
  0.43   0.56782016
  0.44   0.55279991
  0.45   0.53424047
  0.46   0.51104153
  0.47   0.48176068
  0.48   0.44450709
  0.49   0.39680209
  0.50   0.33539637
  0.51   0.25603048
  0.52   0.15312067
  0.53   0.01934727
  0.54  -0.15488503
  0.55  -0.38215470
  0.56  -0.67895075
  0.57  -1.06688854
  0.58  -1.57430352
  0.59  -2.23834042
  0.60  -3.10769204
  0.61  -4.24618939
  0.62  -5.73750803
  0.63  -7.69133750
  0.64 -10.25146868
  0.65 -13.60639537
  0.66 -18.00321148
  0.67 -23.76582838
  0.68 -31.31885500
  0.69 -41.21890084
  0.70 -54.19560831
  0.71 -71.20543772
  0.72 -93.50216644
  0.73 -122.72929343
  0.74 -161.04115050
  0.75 -211.26162961
  0.76 -277.09219463
  0.77 -363.38445427
  0.78 -476.49729021
  0.79 -624.76469447
  0.80 -819.10850512
  0.81 -1073.84069444
  0.82 -1407.71346370
  0.83 -1845.29302572
  0.84 -2418.75571811
  0.85 -3170.23433812
  0.86 -4154.87992407
  0.87 -5444.85143450
  0.88 -7134.50477266
  0.89 -9347.12501765
  0.90 -12243.63236108
  0.91 -16033.79196492
  0.92 -20990.56571440
  0.93 -27468.34750777
  0.94 -35925.89905858
  0.95 -46954.80649427
  0.96 -61314.13651555
  0.97 -79971.57210296
  0.98 -104150.49326190
  0.99 -135381.04282338
  1.00 -175550.99501507
