     V         Ical
  0.00   0.76080000
  0.01   0.75919992
  0.02   0.75759983
  0.03   0.75599971
  0.04   0.75439957
  0.05   0.75279940
  0.06   0.75119918
  0.07   0.74959891
  0.08   0.74799858
  0.09   0.74639818
  0.10   0.74479767
  0.11   0.74319705
  0.12   0.74159629
  0.13   0.73999534
  0.14   0.73839418
  0.15   0.73679274
  0.16   0.73519096
  0.17   0.73358877
  0.18   0.73198606
  0.19   0.73038272
  0.20   0.72877859
  0.21   0.72717350
  0.22   0.72556721
  0.23   0.72395945
  0.24   0.72234987
  0.25   0.72073805
  0.26   0.71912345
  0.27   0.71750544
  0.28   0.71588320
  0.29   0.71425575
  0.30   0.71262187
  0.31   0.71098005
  0.32   0.70932843
  0.33   0.70766471
  0.34   0.70598606
  0.35   0.70428897
  0.36   0.70256913
  0.37   0.70082121
  0.38   0.69903861
  0.39   0.69721323
  0.40   0.69533502
  0.41   0.69339162
  0.42   0.69136773
  0.43   0.68924450
  0.44   0.68699865
  0.45   0.68460143
  0.46   0.68201738
  0.47   0.67920271
  0.48   0.67610337
  0.49   0.67265265
  0.50   0.66876819
  0.51   0.66434834
  0.52   0.65926764
  0.53   0.65337120
  0.54   0.64646786
  0.55   0.63832162
  0.56   0.62864121
  0.57   0.61706708
  0.58   0.60315542
  0.59   0.58635840
  0.60   0.56599982
  0.61   0.54124499
  0.62   0.51106361
  0.63   0.47418391
  0.64   0.42903607
  0.65   0.37368240
  0.66   0.30573104
  0.67   0.22222962
  0.68   0.11953383
  0.69  -0.00685470
  0.70  -0.16248860
  0.71  -0.35422179
  0.72  -0.59051446
  0.73  -0.88180955
  0.74  -1.24099737
  0.75  -1.68398920
  0.76  -2.23042527
  0.77  -2.90454864
  0.78  -3.73628396
  0.79  -4.76256894
  0.80  -6.02899791
  0.81  -7.59185058
  0.82  -9.52059615
  0.83 -11.90098434
  0.84 -14.83886074
  0.85 -18.46487625
  0.86 -22.94030016
  0.87 -28.46419536
  0.88 -35.28227492
  0.89 -43.69783391
  0.90 -54.08524258
  0.91 -66.90660103
  0.92 -82.73229558
  0.93 -102.26637084
  0.94 -126.37784471
  0.95 -156.13935782
  0.96 -192.87487352
  0.97 -238.21854596
  0.98 -294.18736776
  0.99 -363.27081804
  1.00 -448.54148169
