     V         Ical
  0.00   0.76080000
  0.01   0.75954985
  0.02   0.75829963
  0.03   0.75704932
  0.04   0.75579885
  0.05   0.75454818
  0.06   0.75329719
  0.07   0.75204575
  0.08   0.75079364
  0.09   0.74954056
  0.10   0.74828606
  0.11   0.74702949
  0.12   0.74576988
  0.13   0.74450586
  0.14   0.74323537
  0.15   0.74195544
  0.16   0.74066172
  0.17   0.73934784
  0.18   0.73800454
  0.19   0.73661824
  0.20   0.73516913
  0.21   0.73362827
  0.22   0.73195338
  0.23   0.73008269
  0.24   0.72792597
  0.25   0.72535143
  0.26   0.72216652
  0.27   0.71808998
  0.28   0.71271093
  0.29   0.70542916
  0.30   0.69536785
  0.31   0.68124618
  0.32   0.66119305
  0.33   0.63247518
  0.34   0.59109972
  0.35   0.53123389
  0.36   0.44435706
  0.37   0.31802218
  0.38   0.13404644
  0.39  -0.13413185
  0.40  -0.52531437
  0.41  -1.09618311
  0.42  -1.92953977
  0.43  -3.14634200
  0.44  -4.92328587
  0.45  -7.51849030
  0.46 -11.30901642
  0.47 -16.84567500
  0.48 -24.93308637
  0.49 -36.74662614
  0.50 -54.00324595
  0.51 -79.21097850
  0.52 -116.03334900
  0.53 -169.82156538
  0.54 -248.39163519
  0.55 -363.15891889
  0.56 -530.79407231
  0.57 -775.63902382
  0.58 -1133.22977309
  0.59 -1655.42870931
  0.60 -2417.89252196
  0.61 -3530.91880841
  0.62 -5155.15802684
  0.63 -7524.28427548
  0.64 -10977.51922481
  0.65 -16005.89705792
  0.66 -23317.25249150
  0.67 -33925.80730188
  0.68 -49272.19691226
  0.69 -71377.33813521
  0.70 -103026.12070387
  0.71 -147960.95615398
  0.72 -211037.93649999
  0.73 -298262.82294850
  0.74 -416597.84351183
  0.75 -573449.50178512
  0.76 -775847.80337374
  0.77 -1029492.09799016
  0.78 -1337965.42379967
  0.79 -1702386.16653271
  0.80 -2121570.44797369
  0.81 -2592563.37690139
  0.82 -3111303.41731613
  0.83 -3673226.23729016
  0.84 -4273713.75772017
  0.85 -4908377.46469295
  0.86 -5573207.64769848
  0.87 -6264630.55972185
  0.88 -6979509.75205750
  0.89 -7715117.54884270
  0.90 -8469093.23403059
  0.91 -9239397.62248283
  0.92 -10024269.17064435
  0.93 -10822184.04706846
  0.94 -11631821.02902338
  0.95 -12452031.26615900
  0.96 -13281812.55366127
  0.97 -14120287.59724994
  0.98 -14966685.71881536
  0.99 -15820327.48022085
  1.00 -16680611.75824626
