     V         Ical
  0.00   0.76070490
  0.01   0.75945491
  0.02   0.75820484
  0.03   0.75695467
  0.04   0.75570435
  0.05   0.75445381
  0.06   0.75320295
  0.07   0.75195162
  0.08   0.75069961
  0.09   0.74944660
  0.10   0.74819213
  0.11   0.74693552
  0.12   0.74567580
  0.13   0.74441154
  0.14   0.74314062
  0.15   0.74186000
  0.16   0.74056520
  0.17   0.73924969
  0.18   0.73790392
  0.19   0.73651395
  0.20   0.73505942
  0.21   0.73351059
  0.22   0.73182402
  0.23   0.72993625
  0.24   0.72775462
  0.25   0.72514379
  0.26   0.72190615
  0.27   0.71775318
  0.28   0.71226375
  0.29   0.70482340
  0.30   0.69453603
  0.31   0.68009577
  0.32   0.65960174
  0.33   0.63029135
  0.34   0.58815898
  0.35   0.52741639
  0.36   0.43974038
  0.37   0.31324748
  0.38   0.13114387
  0.39  -0.12995816
  0.40  -0.50195839
  0.41  -1.02711419
  0.42  -1.75918606
  0.43  -2.76290934
  0.44  -4.11070689
  0.45  -5.87608473
  0.46  -8.12451521
  0.47 -10.90425619
  0.48 -14.24021388
  0.49 -18.13279952
  0.50 -22.56146951
  0.51 -27.49092035
  0.52 -32.87764063
  0.53 -38.67531214
  0.54 -44.83853613
  0.55 -51.32501518
  0.56 -58.09658308
  0.57 -65.11948811
  0.58 -72.36424721
  0.59 -79.80528586
  0.60 -87.42049536
  0.61 -95.19078123
  0.62 -103.09964046
  0.63 -111.13278343
  0.64 -119.27780512
  0.65 -127.52390350
  0.66 -135.86164094
  0.67 -144.28274297
  0.68 -152.77992900
  0.69 -161.34677016
  0.70 -169.97756963
  0.71 -178.66726197
  0.72 -187.41132802
  0.73 -196.20572294
  0.74 -205.04681518
  0.75 -213.93133436
  0.76 -222.85632696
  0.77 -231.81911816
  0.78 -240.81727916
  0.79 -249.84859893
  0.80 -258.91105979
  0.81 -268.00281623
  0.82 -277.12217643
  0.83 -286.26758616
  0.84 -295.43761465
  0.85 -304.63094224
  0.86 -313.84634940
  0.87 -323.08270715
  0.88 -332.33896850
  0.89 -341.61416089
  0.90 -350.90737944
  0.91 -360.21778099
  0.92 -369.54457868
  0.93 -378.88703718
  0.94 -388.24446835
  0.95 -397.61622740
  0.96 -407.00170936
  0.97 -416.40034592
  0.98 -425.81160263
  0.99 -435.23497626
  1.00 -444.66999246
